path;method;vulnerability
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_54e.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_11.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_54a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_14.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_06.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_05.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_31.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_71b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_61a.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_22b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_51b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_52c.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_53a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_07.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_54e.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_61a.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_03.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_42.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_17.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_12.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_14.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_52c.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_66a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_04.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_01.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_14.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_08.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_04.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_02.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_42.java;goodB2GSource;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_06.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_08.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_11.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_10.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_12.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_42.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_21.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_22b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_11.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_16.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_14.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_72a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_01.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_66b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_75b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_17.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_01.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_02.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_61a.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_14.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_73b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_68b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_14.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_07.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_07.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_03.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_05.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_74b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_75a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_15.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_16.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_61a.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_07.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_22b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_04.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_67b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_45.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_09.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_52c.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_74b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_21.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_51b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_16.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_10.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_13.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_05.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_08.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_09.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_74b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_68a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_21.java;goodB2G1Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_75b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_54e.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_17.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_06.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_22b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_11.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_14.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_05.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_53a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_15.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_07.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_41.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_10.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_13.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_09.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_02.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_01.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_06.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_66b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_16.java;goodB2G;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_11.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_08.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_41.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_68b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_15.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_14.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_71b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_68b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_13.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_67b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_53d.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_07.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_04.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_06.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_71a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_71b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_01.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_67b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_31.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_21.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_21.java;goodB2G2Sink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_51b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_71b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_06.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_03.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_10.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_02.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_15.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_45.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_02.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_53d.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_09.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_45.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_53d.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_75b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_51a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_14.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_05.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_03.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_14.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_53d.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_22b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_11.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_06.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_41.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_03.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_02.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_73b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_75b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_67b.java;goodG2BSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_13.java;goodB2G2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_45.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_15.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_13.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_06.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_06.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_01.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_73b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_05.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__URLConnection_addCookieServlet_17.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_31.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_07.java;goodG2B2;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_07.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_16.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_05.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_21.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_01.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_75a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_setHeaderServlet_81a.java;goodB2G;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_21.java;goodB2G1;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_06.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getParameter_Servlet_addCookieServlet_05.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_05.java;goodB2G2;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_12.java;goodG2B;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_10.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_71b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_66b.java;goodB2GSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__PropertiesFile_addCookieServlet_05.java;bad;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_10.java;goodB2G1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_08.java;goodG2B1;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__listen_tcp_addCookieServlet_22b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__Property_addCookieServlet_51b.java;badSink;CWE614
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addCookieServlet_71a.java;bad;CWE606
src/testcases/CWE113_HTTP_Response_Splitting/CWE113_HTTP_Response_Splitting__getQueryString_Servlet_addHeaderServlet_15.java;goodB2G1;CWE606
